
SQLcl: Release 4.2.0.16.153.2014 RC on Tue May 21 08:58:06 2019

Copyright (c) 1982, 2019, Oracle.  All rights reserved.

Username? (''?) hr
Password? (**********?) ******
Last Successful login time: Tue May 21 2019 08:58:17 -04:00

Connected to:
Oracle Database 12c Enterprise Edition Release 12.1.0.2.0 - 64bit Production
        129 Laura                Bissot                    LBISSOT                   650.124.5234         20-AUG-97 ST_CLERK         3300 NULL                  121            50
        130 Mozhe                Atkinson                  MATKINSO                  650.124.6234         30-OCT-97 ST_CLERK         2800 NULL                  121            50
        131 James                Marlow                    JAMRLOW                   650.124.7234         16-FEB-97 ST_CLERK         2500 NULL                  121            50
        132 TJ                   Olson                     TJOLSON                   650.124.8234         10-APR-99 ST_CLERK         2100 NULL                  121            50
        133 Jason                Mallin                    JMALLIN                   650.127.1934         14-JUN-96 ST_CLERK         3300 NULL                  122            50
        134 Michael              Rogers                    MROGERS                   650.127.1834         26-AUG-98 ST_CLERK         2900 NULL                  122            50
        135 Ki                   Gee                       KGEE                      650.127.1734         12-DEC-99 ST_CLERK         2400 NULL                  122            50
        136 Hazel                Philtanker                HPHILTAN                  650.127.1634         06-FEB-00 ST_CLERK         2200 NULL                  122            50
        137 Renske               Ladwig                    RLADWIG                   650.121.1234         14-JUL-95 ST_CLERK         3600 NULL                  123            50
        138 Stephen              Stiles                    SSTILES                   650.121.2034         26-OCT-97 ST_CLERK         3200 NULL                  123            50
        139 John                 Seo                       JSEO                      650.121.2019         12-FEB-98 ST_CLERK         2700 NULL                  123            50
        140 Joshua               Patel                     JPATEL                    650.121.1834         06-APR-98 ST_CLERK         2500 NULL                  123            50
        141 Trenna               Rajs                      TRAJS                     650.121.8009         17-OCT-95 ST_CLERK         3500 NULL                  124            50

EMPLOYEE_ID FIRST_NAME           LAST_NAME                 EMAIL                     PHONE_NUMBER         HIRE_DATE JOB_ID         SALARY COMMISSION_PCT MANAGER_ID DEPARTMENT_ID
----------- -------------------- ------------------------- ------------------------- -------------------- --------- ---------- ---------- -------------- ---------- -------------
        142 Curtis               Davies                    CDAVIES                   650.121.2994         29-JAN-97 ST_CLERK         3100 NULL                  124            50
        143 Randall              Matos                     RMATOS                    650.121.2874         15-MAR-98 ST_CLERK         2600 NULL                  124            50
        144 Peter                Vargas                    PVARGAS                   650.121.2004         09-JUL-98 ST_CLERK         2500 NULL                  124            50
        145 John                 Russell                   JRUSSEL                   011.44.1344.429268   01-OCT-96 SA_MAN          14000             .4        100            80
        146 Karen                Partners                  KPARTNER                  011.44.1344.467268   05-JAN-97 SA_MAN          13500             .3        100            80
        147 Alberto              Errazuriz                 AERRAZUR                  011.44.1344.429278   10-MAR-97 SA_MAN          12000             .3        100            80
        148 Gerald               Cambrault                 GCAMBRAU                  011.44.1344.619268   15-OCT-99 SA_MAN          11000             .3        100            80
        149 Eleni                Zlotkey                   EZLOTKEY                  011.44.1344.429018   29-JAN-00 SA_MAN          10500             .2        100            80
        150 Peter                Tucker                    PTUCKER                   011.44.1344.129268   30-JAN-97 SA_REP          10000             .3        145            80
        151 David                Bernstein                 DBERNSTE                  011.44.1344.345268   24-MAR-97 SA_REP           9500            .25        145            80
        152 Peter                Hall                      PHALL                     011.44.1344.478968   20-AUG-97 SA_REP           9000            .25        145            80
        153 Christopher          Olsen                     COLSEN                    011.44.1344.498718   30-MAR-98 SA_REP           8000             .2        145            80
        154 Nanette              Cambrault                 NCAMBRAU                  011.44.1344.987668   09-DEC-98 SA_REP           7500             .2        145            80
        155 Oliver               Tuvault                   OTUVAULT                  011.44.1344.486508   23-NOV-99 SA_REP           7000            .15        145            80
        156 Janette              King                      JKING                     011.44.1345.429268   30-JAN-96 SA_REP          10000            .35        146            80
        157 Patrick              Sully                     PSULLY                    011.44.1345.929268   04-MAR-96 SA_REP           9500            .35        146            80
        158 Allan                McEwen                    AMCEWEN                   011.44.1345.829268   01-AUG-96 SA_REP           9000            .35        146            80
        159 Lindsey              Smith                     LSMITH                    011.44.1345.729268   10-MAR-97 SA_REP           8000             .3        146            80
        160 Louise               Doran                     LDORAN                    011.44.1345.629268   15-DEC-97 SA_REP           7500             .3        146            80
        161 Sarath               Sewall                    SSEWALL                   011.44.1345.529268   03-NOV-98 SA_REP           7000            .25        146            80
        162 Clara                Vishney                   CVISHNEY                  011.44.1346.129268   11-NOV-97 SA_REP          10500            .25        147            80

EMPLOYEE_ID FIRST_NAME           LAST_NAME                 EMAIL                     PHONE_NUMBER         HIRE_DATE JOB_ID         SALARY COMMISSION_PCT MANAGER_ID DEPARTMENT_ID
----------- -------------------- ------------------------- ------------------------- -------------------- --------- ---------- ---------- -------------- ---------- -------------
        163 Danielle             Greene                    DGREENE                   011.44.1346.229268   19-MAR-99 SA_REP           9500            .15        147            80
        164 Mattea               Marvins                   MMARVINS                  011.44.1346.329268   24-JAN-00 SA_REP           7200             .1        147            80
        165 David                Lee                       DLEE                      011.44.1346.529268   23-FEB-00 SA_REP           6800             .1        147            80
        166 Sundar               Ande                      SANDE                     011.44.1346.629268   24-MAR-00 SA_REP           6400             .1        147            80
        167 Amit                 Banda                     ABANDA                    011.44.1346.729268   21-APR-00 SA_REP           6200             .1        147            80
        168 Lisa                 Ozer                      LOZER                     011.44.1343.929268   11-MAR-97 SA_REP          11500            .25        148            80
        169 Harrison             Bloom                     HBLOOM                    011.44.1343.829268   23-MAR-98 SA_REP          10000             .2        148            80
        170 Tayler               Fox                       TFOX                      011.44.1343.729268   24-JAN-98 SA_REP           9600             .2        148            80
        171 William              Smith                     WSMITH                    011.44.1343.629268   23-FEB-99 SA_REP           7400            .15        148            80
        172 Elizabeth            Bates                     EBATES                    011.44.1343.529268   24-MAR-99 SA_REP           7300            .15        148            80
        173 Sundita              Kumar                     SKUMAR                    011.44.1343.329268   21-APR-00 SA_REP           6100             .1        148            80
        174 Ellen                Abel                      EABEL                     011.44.1644.429267   11-MAY-96 SA_REP          11000             .3        149            80
        175 Alyssa               Hutton                    AHUTTON                   011.44.1644.429266   19-MAR-97 SA_REP           8800            .25        149            80
        176 Jonathon             Taylor                    JTAYLOR                   011.44.1644.429265   24-MAR-98 SA_REP           8600             .2        149            80
        177 Jack                 Livingston                JLIVINGS                  011.44.1644.429264   23-APR-98 SA_REP           8400             .2        149            80
        178 Kimberely            Grant                     KGRANT                    011.44.1644.429263   24-MAY-99 SA_REP           7000            .15        149 NULL         
        179 Charles              Johnson                   CJOHNSON                  011.44.1644.429262   04-JAN-00 SA_REP           6200             .1        149            80
        180 Winston              Taylor                    WTAYLOR                   650.507.9876         24-JAN-98 SH_CLERK         3200 NULL                  120            50
        181 Jean                 Fleaur                    JFLEAUR                   650.507.9877         23-FEB-98 SH_CLERK         3100 NULL                  120            50
        182 Martha               Sullivan                  MSULLIVA                  650.507.9878         21-JUN-99 SH_CLERK         2500 NULL                  120            50
        183 Girard               Geoni                     GGEONI                    650.507.9879         03-FEB-00 SH_CLERK         2800 NULL                  120            50

EMPLOYEE_ID FIRST_NAME           LAST_NAME                 EMAIL                     PHONE_NUMBER         HIRE_DATE JOB_ID         SALARY COMMISSION_PCT MANAGER_ID DEPARTMENT_ID
----------- -------------------- ------------------------- ------------------------- -------------------- --------- ---------- ---------- -------------- ---------- -------------
        184 Nandita              Sarchand                  NSARCHAN                  650.509.1876         27-JAN-96 SH_CLERK         4200 NULL                  121            50
        185 Alexis               Bull                      ABULL                     650.509.2876         20-FEB-97 SH_CLERK         4100 NULL                  121            50
        186 Julia                Dellinger                 JDELLING                  650.509.3876         24-JUN-98 SH_CLERK         3400 NULL                  121            50
        187 Anthony              Cabrio                    ACABRIO                   650.509.4876         07-FEB-99 SH_CLERK         3000 NULL                  121            50
        188 Kelly                Chung                     KCHUNG                    650.505.1876         14-JUN-97 SH_CLERK         3800 NULL                  122            50
        189 Jennifer             Dilly                     JDILLY                    650.505.2876         13-AUG-97 SH_CLERK         3600 NULL                  122            50
        190 Timothy              Gates                     TGATES                    650.505.3876         11-JUL-98 SH_CLERK         2900 NULL                  122            50
        191 Randall              Perkins                   RPERKINS                  650.505.4876         19-DEC-99 SH_CLERK         2500 NULL                  122            50
        192 Sarah                Bell                      SBELL                     650.501.1876         04-FEB-96 SH_CLERK         4000 NULL                  123            50
        193 Britney              Everett                   BEVERETT                  650.501.2876         03-MAR-97 SH_CLERK         3900 NULL                  123            50
        194 Samuel               McCain                    SMCCAIN                   650.501.3876         01-JUL-98 SH_CLERK         3200 NULL                  123            50
        195 Vance                Jones                     VJONES                    650.501.4876         17-MAR-99 SH_CLERK         2800 NULL                  123            50
        196 Alana                Walsh                     AWALSH                    650.507.9811         24-APR-98 SH_CLERK         3100 NULL                  124            50
        197 Kevin                Feeney                    KFEENEY                   650.507.9822         23-MAY-98 SH_CLERK         3000 NULL                  124            50
        198 Donald               OConnell                  DOCONNEL                  650.507.9833         21-JUN-99 SH_CLERK         2600 NULL                  124            50
        199 Douglas              Grant                     DGRANT                    650.507.9844         13-JAN-00 SH_CLERK         2600 NULL                  124            50
        200 Jennifer             Whalen                    JWHALEN                   515.123.4444         17-SEP-87 AD_ASST          4400 NULL                  101            10
        201 Michael              Hartstein                 MHARTSTE                  515.123.5555         17-FEB-96 MK_MAN          13000 NULL                  100            20
        202 Pat                  Fay                       PFAY                      603.123.6666         17-AUG-97 MK_REP           6000 NULL                  201            20
        203 Susan                Mavris                    SMAVRIS                   515.123.7777         07-JUN-94 HR_REP           6500 NULL                  101            40
        204 Hermann              Baer                      HBAER                     515.123.8888         07-JUN-94 PR_REP          10000 NULL                  101            70

EMPLOYEE_ID FIRST_NAME           LAST_NAME                 EMAIL                     PHONE_NUMBER         HIRE_DATE JOB_ID         SALARY COMMISSION_PCT MANAGER_ID DEPARTMENT_ID
----------- -------------------- ------------------------- ------------------------- -------------------- --------- ---------- ---------- -------------- ---------- -------------
        205 Shelley              Higgins                   SHIGGINS                  515.123.8080         07-JUN-94 AC_MGR          12000 NULL                  101           110
        206 William              Gietz                     WGIETZ                    515.123.8181         07-JUN-94 AC_ACCOUNT       8300 NULL                  205           110

107 rows selected. 

SQL> describe employees;
Name           Null?    Type         
-------------- -------- ------------ 
EMPLOYEE_ID    NOT NULL NUMBER(6)    
FIRST_NAME              VARCHAR2(20) 
LAST_NAME      NOT NULL VARCHAR2(25) 
EMAIL          NOT NULL VARCHAR2(25) 
PHONE_NUMBER            VARCHAR2(20) 
HIRE_DATE      NOT NULL DATE         
JOB_ID         NOT NULL VARCHAR2(10) 
SALARY                  NUMBER(8,2)  
COMMISSION_PCT          NUMBER(2,2)  
MANAGER_ID              NUMBER(6)    
DEPARTMENT_ID           NUMBER(4)    
SQL> select job_id, count(*) from employees group by job_id;

JOB_ID       COUNT(*)
---------- ----------
AC_ACCOUNT          1
AC_MGR              1
AD_ASST             1
AD_PRES             1
AD_VP               2
FI_ACCOUNT          5
FI_MGR              1
HR_REP              1
IT_PROG             5
MK_MAN              1
MK_REP              1
PR_REP              1
PU_CLERK            5
PU_MAN              1
SA_MAN              5
SA_REP             30
SH_CLERK           20
ST_CLERK           20
ST_MAN              5

19 rows selected. 

SQL> describe employees;
Name           Null?    Type         
-------------- -------- ------------ 
EMPLOYEE_ID    NOT NULL NUMBER(6)    
FIRST_NAME              VARCHAR2(20) 
LAST_NAME      NOT NULL VARCHAR2(25) 
EMAIL          NOT NULL VARCHAR2(25) 
PHONE_NUMBER            VARCHAR2(20) 
HIRE_DATE      NOT NULL DATE         
JOB_ID         NOT NULL VARCHAR2(10) 
SALARY                  NUMBER(8,2)  
COMMISSION_PCT          NUMBER(2,2)  
MANAGER_ID              NUMBER(6)    
DEPARTMENT_ID           NUMBER(4)    
SQL> describe departments;
Name            Null?    Type         
--------------- -------- ------------ 
DEPARTMENT_ID   NOT NULL NUMBER(4)    
DEPARTMENT_NAME NOT NULL VARCHAR2(30) 
MANAGER_ID               NUMBER(6)    
LOCATION_ID              NUMBER(4)    

SQL> select first_name,last_name,department_name from employees,departments where employees.department_id=departemnts.department_id;
Error starting at line : 1 in command -
select first_name,last_name,department_name from employees,departments where employees.department_id=departemnts.department_id
Error at Command Line : 1 Column : 102
Error report -
SQL Error: ORA-00904: "DEPARTEMNTS"."DEPARTMENT_ID": invalid identifier
00904. 00000 -  "%s: invalid identifier"
*Cause:    


SQL> select first_name,last_name,department_name from employees,departments;
FIRST_NAME           LAST_NAME                 DEPARTMENT_NAME               
-------------------- ------------------------- ------------------------------
Ellen                Abel                      Administration                
Sundar               Ande                      Administration                
Mozhe                Atkinson                  Administration                
David                Austin                    Administration                
Hermann              Baer                      Administration                
Shelli               Baida                     Administration                
Amit                 Banda                     Administration                
Elizabeth            Bates                     Administration                
Sarah                Bell                      Administration                
David                Bernstein                 Administration                
Laura                Bissot                    Administration                
Harrison             Bloom                     Administration                
Alexis               Bull                      Administration                
Anthony              Cabrio                    Administration                
Gerald               Cambrault                 Administration                
Nanette              Cambrault                 Administration                
John                 Chen                      Administration                
Kelly                Chung                     Administration                
Karen                Colmenares                Administration                
Curtis               Davies                    Administration                
Lex                  De Haan                   Administration                

FIRST_NAME           LAST_NAME                 DEPARTMENT_NAME               
-------------------- ------------------------- ------------------------------
Julia                Dellinger                 Administration                
Jennifer             Dilly                     Administration                
Louise               Doran                     Administration                
Bruce                Ernst                     Administration                
Alberto              Errazuriz                 Administration                
Britney              Everett                   Administration                
Daniel               Faviet                    Administration                
Pat                  Fay                       Administration                
Kevin                Feeney                    Administration                
Jean                 Fleaur                    Administration                
Tayler               Fox                       Administration                
Adam                 Fripp                     Administration                
Timothy              Gates                     Administration                
Ki                   Gee                       Administration                
Girard               Geoni                     Administration                
William              Gietz                     Administration                
Douglas              Grant                     Administration                
Kimberely            Grant                     Administration                
Nancy                Greenberg                 Administration                
Danielle             Greene                    Administration                
Peter                Hall                      Administration                

FIRST_NAME           LAST_NAME                 DEPARTMENT_NAME               
-------------------- ------------------------- ------------------------------
Michael              Hartstein                 Administration                
Shelley              Higgins                   Administration                
Guy                  Himuro                    Administration                
Alexander            Hunold                    Administration                
Alyssa               Hutton                    Administration                
Charles              Johnson                   Administration                
Vance                Jones                     Administration                
Payam                Kaufling                  Administration                
Alexander            Khoo                      Administration                
Janette              King                      Administration                
Steven               King                      Administration                
Neena                Kochhar                   Administration                
Sundita              Kumar                     Administration                
Renske               Ladwig                    Administration                
James                Landry                    Administration                
David                Lee                       Administration                
Jack                 Livingston                Administration                
Diana                Lorentz                   Administration                
Jason                Mallin                    Administration                
Steven               Markle                    Administration                
James                Marlow                    Administration                

FIRST_NAME           LAST_NAME                 DEPARTMENT_NAME               
-------------------- ------------------------- ------------------------------
Mattea               Marvins                   Administration                
Randall              Matos                     Administration                
Susan                Mavris                    Administration                
Samuel               McCain                    Administration                
Allan                McEwen                    Administration                
Irene                Mikkilineni               Administration                
Kevin                Mourgos                   Administration                
Julia                Nayer                     Administration                
Donald               OConnell                  Administration                
Christopher          Olsen                     Administration                
TJ                   Olson                     Administration                
Lisa                 Ozer                      Administration                
Karen                Partners                  Administration                
Valli                Pataballa                 Administration                
Joshua               Patel                     Administration                
Randall              Perkins                   Administration                
Hazel                Philtanker                Administration                
Luis                 Popp                      Administration                
Trenna               Rajs                      Administration                
Den                  Raphaely                  Administration                
Michael              Rogers                    Administration                

FIRST_NAME           LAST_NAME                 DEPARTMENT_NAME               
-------------------- ------------------------- ------------------------------
John                 Russell                   Administration                
Nandita              Sarchand                  Administration                
Ismael               Sciarra                   Administration                
John                 Seo                       Administration                
Sarath               Sewall                    Administration                
Lindsey              Smith                     Administration                
William              Smith                     Administration                
Stephen              Stiles                    Administration                
Martha               Sullivan                  Administration                
Patrick              Sully                     Administration                
Jonathon             Taylor                    Administration                
Winston              Taylor                    Administration                
Sigal                Tobias                    Administration                
Peter                Tucker                    Administration                
Oliver               Tuvault                   Administration                
Jose Manuel          Urman                     Administration                
Peter                Vargas                    Administration                
Clara                Vishney                   Administration                
Shanta               Vollman                   Administration                
Alana                Walsh                     Administration                
Matthew              Weiss                     Administration                

FIRST_NAME           LAST_NAME                 DEPARTMENT_NAME               
-------------------- ------------------------- ------------------------------
Jennifer             Whalen                    Administration                
Eleni                Zlotkey                   Administration                
Ellen                Abel                      Marketing                     
Sundar               Ande                      Marketing                     
Mozhe                Atkinson                  Marketing                     
David                Austin                    Marketing                     
Hermann              Baer                      Marketing                     
Shelli               Baida                     Marketing                     
Amit                 Banda                     Marketing                     
Elizabeth            Bates                     Marketing                     
Sarah                Bell                      Marketing                     
David                Bernstein                 Marketing                     
Laura                Bissot                    Marketing                     
Harrison             Bloom                     Marketing                     
Alexis               Bull                      Marketing                     
Anthony              Cabrio                    Marketing                     
Gerald               Cambrault                 Marketing                     
Nanette              Cambrault                 Marketing                     
John                 Chen                      Marketing                     
Kelly                Chung                     Marketing                     
Karen                Colmenares                Marketing                     

FIRST_NAME           LAST_NAME                 DEPARTMENT_NAME               
-------------------- ------------------------- ------------------------------
Curtis               Davies                    Marketing                     
Lex                  De Haan                   Marketing                     
Julia                Dellinger                 Marketing                     
Jennifer             Dilly                     Marketing                     
Louise               Doran                     Marketing                     
Bruce                Ernst                     Marketing                     
Alberto              Errazuriz                 Marketing                     
Britney              Everett                   Marketing                     
Daniel               Faviet                    Marketing                     
Pat                  Fay                       Marketing                     
Kevin                Feeney                    Marketing                     
Jean                 Fleaur                    Marketing                     
Tayler               Fox                       Marketing                     
Adam                 Fripp                     Marketing                     
Timothy              Gates                     Marketing                     
Ki                   Gee                       Marketing                     
Girard               Geoni                     Marketing                     
William              Gietz                     Marketing                     
Douglas              Grant                     Marketing                     
Kimberely            Grant                     Marketing                     
Nancy                Greenberg                 Marketing                     

FIRST_NAME           LAST_NAME                 DEPARTMENT_NAME               
-------------------- ------------------------- ------------------------------
Danielle             Greene                    Marketing                     
Peter                Hall                      Marketing                     
Michael              Hartstein                 Marketing                     
Shelley              Higgins                   Marketing                     
Guy                  Himuro                    Marketing                     
Alexander            Hunold                    Marketing                     
Alyssa               Hutton                    Marketing                     
Charles              Johnson                   Marketing                     
Vance                Jones                     Marketing                     
Payam                Kaufling                  Marketing                     
Alexander            Khoo                      Marketing                     
Janette              King                      Marketing                     
Steven               King                      Marketing                     
Neena                Kochhar                   Marketing                     
Sundita              Kumar                     Marketing                     
Renske               Ladwig                    Marketing                     
James                Landry                    Marketing                     
David                Lee                       Marketing                     
Jack                 Livingston                Marketing                     
Diana                Lorentz                   Marketing                     
Jason                Mallin                    Marketing                     

FIRST_NAME           LAST_NAME                 DEPARTMENT_NAME               
-------------------- ------------------------- ------------------------------
Steven               Markle                    Marketing                     
James                Marlow                    Marketing                     
Mattea               Marvins                   Marketing                     
Randall              Matos                     Marketing                     
Susan                Mavris                    Marketing                     
Samuel               McCain                    Marketing                     
Allan                McEwen                    Marketing                     
Irene                Mikkilineni               Marketing                     
Kevin                Mourgos                   Marketing                     
Julia                Nayer                     Marketing                     
Donald               OConnell                  Marketing                     
Christopher          Olsen                     Marketing                     
TJ                   Olson                     Marketing                     
Lisa                 Ozer                      Marketing                     
Karen                Partners                  Marketing                     
Valli                Pataballa                 Marketing                     
Joshua               Patel                     Marketing                     
Randall              Perkins                   Marketing                     
Hazel                Philtanker                Marketing                     
Luis                 Popp                      Marketing                     
Trenna               Rajs                      Marketing                     

FIRST_NAME           LAST_NAME                 DEPARTMENT_NAME               
-------------------- ------------------------- ------------------------------
Den                  Raphaely                  Marketing                     
Michael              Rogers                    Marketing                     
John                 Russell                   Marketing                     
Nandita              Sarchand                  Marketing                     
Ismael               Sciarra                   Marketing                     
John                 Seo                       Marketing                     
Sarath               Sewall                    Marketing                     
Lindsey              Smith                     Marketing                     
William              Smith                     Marketing                     
Stephen              Stiles                    Marketing                     
Martha               Sullivan                  Marketing                     
Patrick              Sully                     Marketing                     
Jonathon             Taylor                    Marketing                     
Winston              Taylor                    Marketing                     
Sigal                Tobias                    Marketing                     
Peter                Tucker                    Marketing                     
Oliver               Tuvault                   Marketing                     
Jose Manuel          Urman                     Marketing                     
Peter                Vargas                    Marketing                     
Clara                Vishney                   Marketing                     
Shanta               Vollman                   Marketing                     

FIRST_NAME           LAST_NAME                 DEPARTMENT_NAME               
-------------------- ------------------------- ------------------------------
Alana                Walsh                     Marketing                     
Matthew              Weiss                     Marketing                     
Jennifer             Whalen                    Marketing                     
Eleni                Zlotkey                   Marketing                     
Ellen                Abel                      Purchasing                    
Sundar               Ande                      Purchasing                    
Mozhe                Atkinson                  Purchasing                    
David                Austin                    Purchasing                    
Hermann              Baer                      Purchasing                    
Shelli               Baida                     Purchasing                    
Amit                 Banda                     Purchasing                    
Elizabeth            Bates                     Purchasing                    
Sarah                Bell                      Purchasing                    
David                Bernstein                 Purchasing                    
Laura                Bissot                    Purchasing                    
Harrison             Bloom                     Purchasing                    
Alexis               Bull                      Purchasing                    
Anthony              Cabrio                    Purchasing                    
Gerald               Cambrault                 Purchasing                    
Nanette              Cambrault                 Purchasing                    
John                 Chen                      Purchasing                    

FIRST_NAME           LAST_NAME                 DEPARTMENT_NAME               
-------------------- ------------------------- ------------------------------
Kelly                Chung                     Purchasing                    
Karen                Colmenares                Purchasing                    
Curtis               Davies                    Purchasing                    
Lex                  De Haan                   Purchasing                    
Julia                Dellinger                 Purchasing                    
Jennifer             Dilly                     Purchasing                    
Louise               Doran                     Purchasing                    
Bruce                Ernst                     Purchasing                    
Alberto              Errazuriz                 Purchasing                    
Britney              Everett                   Purchasing                    
Daniel               Faviet                    Purchasing                    
